best_fitness,best_acc,fitness,acc,best_test_fitness,best_test_acc
-0.26738426089286804,0.4788275957107544,-0.26738426089286804,0.4788275957107544,-0.26563560962677,0.5144187211990356
-0.26738426089286804,0.4788275957107544,-0.36953410506248474,0.6545769572257996,-0.26563560962677,0.5144187211990356
-0.1688990443944931,0.728985071182251,-0.1688990443944931,0.728985071182251,-0.07631762325763702,0.7369297742843628
-0.04198462516069412,0.8295770287513733,-0.04198462516069412,0.8295770287513733,-0.04016093909740448,0.800117015838623
-0.04198462516069412,0.8295770287513733,-0.0792759507894516,0.8363479971885681,-0.04016093909740448,0.800117015838623
-0.04198462516069412,0.8295770287513733,-0.06657658517360687,0.8968334197998047,-0.04016093909740448,0.800117015838623
-0.04198462516069412,0.8295770287513733,-0.05749322846531868,0.8865841031074524,-0.04016093909740448,0.800117015838623
-0.027198215946555138,0.8564000129699707,-0.027198215946555138,0.8564000129699707,-0.02414911799132824,0.9140369892120361
-0.027198215946555138,0.8564000129699707,-0.08125146478414536,0.9249100685119629,-0.02414911799132824,0.9140369892120361
-0.020222172141075134,0.9419130086898804,-0.020222172141075134,0.9419130086898804,-0.015781324356794357,0.9444258213043213
-0.014241193421185017,0.9610001444816589,-0.014241193421185017,0.9610001444816589,-0.04423849657177925,0.9626762270927429
-0.014241193421185017,0.9610001444816589,-0.016668373718857765,0.9508302211761475,-0.04423849657177925,0.9626762270927429
-0.014241193421185017,0.9610001444816589,-0.04044056311249733,0.9508001208305359,-0.04423849657177925,0.9626762270927429
-0.0007985476986505091,0.9605443477630615,-0.0007985476986505091,0.9605443477630615,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.03102468140423298,0.965482771396637,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.007607346400618553,0.9606413245201111,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.026384616270661354,0.957130491733551,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.027314594015479088,0.9667043685913086,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.007605718448758125,0.9553658962249756,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.004005179740488529,0.9614591598510742,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.037992410361766815,0.9578474760055542,-0.03189321234822273,0.96210777759552
