best_fitness,best_acc,fitness,acc,best_test_fitness,best_test_acc
-0.0007985476986505091,0.9605443477630615,-0.013977807946503162,0.948224663734436,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.019293922930955887,0.9554444551467896,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.0025839153677225113,0.9668001532554626,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.012218070216476917,0.9592412114143372,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.009563795290887356,0.9782777428627014,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.015748316422104836,0.9688125252723694,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.0011099911062046885,0.9832391142845154,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.028625812381505966,0.9773944020271301,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.020092103630304337,0.9706909656524658,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.004301403183490038,0.9707757234573364,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.010966243222355843,0.9857001304626465,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.026641255244612694,0.9643846750259399,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.0012658904306590557,0.9857692122459412,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.02977125719189644,0.9761928915977478,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.017698541283607483,0.983292818069458,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.013660861179232597,0.9546127915382385,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.00262226234190166,0.9728142619132996,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.002885652706027031,0.9823065996170044,-0.03189321234822273,0.96210777759552
-0.0007985476986505091,0.9605443477630615,-0.048598092049360275,0.9721997380256653,-0.03189321234822273,0.96210777759552
-5.2086979849264026e-05,0.9611974358558655,-5.2086979849264026e-05,0.9611974358558655,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.0012989203678444028,0.9883182048797607,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.004672816023230553,0.97350013256073,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.0030860223341733217,0.9808570146560669,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.006808309815824032,0.9855999946594238,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.010790582746267319,0.977209210395813,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.0071287802420556545,0.986466646194458,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.01076584868133068,0.9496666789054871,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.0057778446935117245,0.9856061339378357,-0.03481411561369896,0.96584552526474
-5.2086979849264026e-05,0.9611974358558655,-0.021336859092116356,0.9943333268165588,-0.03481411561369896,0.96584552526474
